processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
GBAP4282-13,JQ627319,3642809,JQ627319,JQ627319,"Mined from GenBank, NCBI",NA,BOLD:ACA3587,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,182216,Scinax,257809,Scinax fuscovarius,NA,NA,,NA,"Lutz, 1925",NA,,,NA,K. Rodriguez-C,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-21.98,-47.87,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMIN92210-17,KU184070,8432590,,KU184070,"Mined from GenBank, NCBI",NA,BOLD:ACF9460,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,257800,Aplastodiscus,519262,Aplastodiscus arildae,NA,NA,,NA,"Cruz and Peixoto, 1987",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,"Rio de Janeiro, Teresopolis, Vale da Revolta",NA,,NA,,,NA,,NA,,,
GBMIN92688-17,KX698005,8433068,,KX698005,"Mined from GenBank, NCBI",NA,BOLD:ACA3713,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,112096,Hypsiboas,494867,Hypsiboas pardalis,NA,NA,,NA,"Spix, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,"Espirito Santo, Mimoso do Sul, Rio Muqui, Fazenda Bandarra",NA,,NA,,,NA,,NA,,,
GBMNC75305-20,MN953347,12486635,MNRJ 40666,MN953347,"Mined from GenBank, NCBI",NA,BOLD:AEG7417,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751119,Lophyohylinae,257803,Phyllodytes,257804,Phyllodytes luteolus,NA,NA,,NA,"Wied-Neuwied, 1824",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75314-20,MN953338,12486644,CFBH 22583,MN953338,"Mined from GenBank, NCBI",NA,BOLD:AEG9711,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751119,Lophyohylinae,257803,Phyllodytes,1005295,Phyllodytes edelmoi,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75322-20,MN866454,12486652,DT3909,MN866454,"Mined from GenBank, NCBI",NA,BOLD:AEG2456,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751119,Lophyohylinae,246602,Osteocephalus,388493,Osteocephalus taurinus,NA,NA,,NA,"Steindachner, 1862",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75392-20,MN866440,12486722,DT3275,MN866440,"Mined from GenBank, NCBI",NA,BOLD:AEG1868,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,806111,Boana cinerascens,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75919-20,MN866458,12487249,DT3259,MN866458,"Mined from GenBank, NCBI",NA,BOLD:AEG9645,18,Chordata,50,Amphibia,219,Anura,216744,Craugastoridae,751116,Ceuthomantinae,112058,Pristimantis,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC75937-20,MN866429,12487267,DT3455,MN866429,"Mined from GenBank, NCBI",NA,BOLD:AEG1463,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,518644,Adenomera andreae,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC76371-20,MT483193,12487701,USPA25 16,MT483193,"Mined from GenBank, NCBI",NA,BOLD:AEG3543,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,1005316,Dendropsophus novaisi,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC76408-20,MT483150,12487738,MNRJ56788,MT483150,"Mined from GenBank, NCBI",NA,BOLD:ACA5287,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,475398,Dendropsophus rossalleni,NA,NA,,NA,"Goin, 1959",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNC76411-20,MT483147,12487741,CFBH22025,MT483147,"Mined from GenBank, NCBI",NA,BOLD:ACN5529,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,496094,Dendropsophus microps,NA,NA,,NA,"Peters, 1872",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1010-21,MT496213,12719592,CHUNB43194,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-17.3243,-44.9401,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1042-21,MT496375,12719624,MAP0524,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-20.4037,-54.5896,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1126-21,MT495946,12719708,AAGARDA06098,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-5.96868,-35.2726,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1163-21,MT496263,12719745,FSCHUFPB4322,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-7.15555,-35.0155,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1185-21,MT495997,12719767,AAGARDA11288,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-9.21915,-43.4901,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1251-21,MT496026,12719833,AAGARDA12267,,"Mined from GenBank, NCBI",NA,BOLD:ACA4464,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-11.1762,-40.5321,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1269-21,MT496510,12719851,UFBA14301,,"Mined from GenBank, NCBI",NA,BOLD:ACA4464,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-13.4315,-40.4045,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND1286-21,MT495964,12719868,AAGARDA08188,,"Mined from GenBank, NCBI",NA,BOLD:ACA3749,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-8.51943,-37.3806,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND245-21,MT583091,12718827,MAP_T1114,,"Mined from GenBank, NCBI",NA,BOLD:AEH6318,18,Chordata,50,Amphibia,219,Anura,80182,Dendrobatidae,112076,Colostethinae,169877,Ameerega,1058850,Ameerega sp. NMM-2011,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND257-21,MT804775,12718839,CFBH3356,,"Mined from GenBank, NCBI",NA,BOLD:ACA3406,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,996266,Boana bischoffi,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND400-21,MT804912,12718982,UFMG4561,,"Mined from GenBank, NCBI",NA,BOLD:AEH4720,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,1058851,Boana sp. 1 ML-2020,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND401-21,MT804904,12718983,CFBH-t2215,,"Mined from GenBank, NCBI",NA,BOLD:ACN6630,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,779987,Boana,1058852,Boana sp. 3 ML-2020,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND564-21,MG600505,12719146,,,"Mined from GenBank, NCBI",NA,BOLD:AEH6715,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,1058854,Physalaemus rupestris,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,Museum ID: UFMG<BRA>:13368,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND571-21,MT162500,12719153,INPAH40510,,"Mined from GenBank, NCBI",NA,BOLD:AEH3624,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-3.51694,-55.0731,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND574-21,MT162506,12719156,AAGUFU2823,,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,759128,Adenomera cotuba,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-12.7881,-47.8993,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND584-21,MT162511,12719166,INPAH40513,,"Mined from GenBank, NCBI",NA,BOLD:AEH3623,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,397552,Adenomera,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-9.41442,-64.4296,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND615-21,MT496299,12719197,HT3348,,"Mined from GenBank, NCBI",NA,BOLD:ACA4699,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,246343,Leptodactylus bolivianus,NA,NA,,NA,"Boulenger, 1898",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-9.0115,-64.1897,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61584-21,MW193695,13661821,MZUESC17387,MW193695,"Mined from GenBank, NCBI",NA,BOLD:ACA4615,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,257758,Bokermannohyla,534764,Bokermannohyla oxente,NA,NA,,NA,"Lugli and Haddad, 2006",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61616-21,MW284722,13661853,CFBH39669,MW284722,"Mined from GenBank, NCBI",NA,BOLD:ACA5923,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,996472,Leptodactylus intermedius,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61622-21,MW284739,13661859,CFBH43251,MW284739,"Mined from GenBank, NCBI",NA,BOLD:ACA5923,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,996472,Leptodactylus intermedius,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61644-21,MW284599,13661881,AAG-UFU1967,MW284599,"Mined from GenBank, NCBI",NA,BOLD:ADC0155,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,519344,Leptodactylus natalensis,NA,NA,,NA,"Lutz, 1930",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61675-21,MW284640,13661912,CFBH-21816,MW284640,"Mined from GenBank, NCBI",NA,BOLD:ACC5779,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,455879,Leptodactylus petersii,NA,NA,,NA,"Steindachner, 1864",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61684-21,MW284741,13661921,CFBH43264,MW284741,"Mined from GenBank, NCBI",NA,BOLD:ADC0453,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,455879,Leptodactylus petersii,NA,NA,,NA,"Steindachner, 1864",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND61685-21,MW284607,13661922,CFBH44102,MW284607,"Mined from GenBank, NCBI",NA,BOLD:ACN4339,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,455879,Leptodactylus petersii,NA,NA,,NA,"Steindachner, 1864",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND713-21,MT496099,12719295,CFBHT03698,,"Mined from GenBank, NCBI",NA,BOLD:ACA3497,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494870,Leptodactylus latrans,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-22.962,-43.289,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND834-21,MT495931,12719416,AAGARDA03356,,"Mined from GenBank, NCBI",NA,BOLD:ACA3751,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,NA,,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-28.3633,-49.5405,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMND954-21,MT496527,12719536,UFBA15225,,"Mined from GenBank, NCBI",NA,BOLD:ABY6883,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,494871,Leptodactylus macrosternum,NA,NA,,NA,"Miranda-Ribeiro, 1926",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-13.4315,-40.4045,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNE31552-21,MN420353,14254209,ZUEC:18685,,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,487710,Dendropsophus nanus,NA,NA,,NA,"Boulenger, 1889",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNE31582-21,MN420382,14254239,AAGUFU 5887,,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,759186,Dendropsophus walfordi,NA,NA,,NA,,NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
GBMNF3050-22,MW243938,15278137,CHUFPB30500Tdp1,MW243938,"Mined from GenBank, NCBI",NA,,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,496085,Corythomantis,496086,Corythomantis greeningi,NA,NA,,NA,"Boulenger, 1896",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,,,NA,,NA,,,NA,,NA,,,
DBABA330-12,CFBHT00324,2788971,CFBH-5824,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3741,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,751120,Cophomantinae,257800,Aplastodiscus,257801,Aplastodiscus albosignatus,NA,NA,Celio F. B. Haddad,NA,"Lutz and Lutz, 1938",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A45,,-23.345,-45.136,NA,NA,NA,NA,NA,NA,Brazil,Sao Paulo,Sao Luis do Paraitinga,NA,,NA,,,NA,,NA,,,
DBABA354-12,CFBHT02078,2788995,CFBH-9331,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3428,18,Chordata,50,Amphibia,219,Anura,25169,Microhylidae,267101,Gastrophryninae,103298,Chiasmocleis,257783,Chiasmocleis schubarti,NA,NA,Celio F. B. Haddad,NA,"Bokermann, 1952",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A33,,-19.145,-40.057,NA,NA,NA,NA,NA,NA,Brazil,Espirito Santo,Linhares,NA,,NA,,,NA,,NA,,,
DBABA369-12,CFBHT00071,2789010,CFBHT-71,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3776,18,Chordata,50,Amphibia,219,Anura,25169,Microhylidae,267101,Gastrophryninae,257795,Dasypops,257796,Dasypops schirchi,NA,NA,Celio F. B. Haddad,NA,"Miranda-Ribeiro, 1924",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A41,,-19.145,-40.057,NA,NA,NA,NA,NA,NA,Brazil,Espirito Santo,Linhares,NA,,NA,,,NA,,NA,,,
DBABA520-12,CFBHT01520,2789161,CFBH-8298,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3438,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,83109,Melanophryniscus,257781,Melanophryniscus moreirae,NA,NA,Celio F. B. Haddad,NA,"Miranda-Ribeiro, 1920",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A75,,-22.471,-44.577,NA,NA,NA,NA,NA,NA,Brazil,Rio de Janeiro,Itatiaia,NA,,NA,,,NA,,NA,,,
DBABA551-12,CFBHT01397,2789192,CFBH-7917,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3454,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,257820,Physalaemus atlanticus,NA,NA,Celio F. B. Haddad,NA,"Haddad and Sazima, 2004",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A59,,-23.369,-44.833,NA,NA,NA,NA,NA,NA,Brazil,Sao Paulo,Ubatuba,NA,,NA,,,NA,,NA,,,
DBABA598-12,CFBHT08141,2789239,CFBH-18140,KZ2336,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3464,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112082,Rhinella,257819,Rhinella icterica,NA,NA,Celio F. B. Haddad,NA,"Spix, 1824",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A107,,-25.378,-49.085,NA,NA,NA,NA,NA,NA,Brazil,Parana,Quatro Barras,NA,,NA,,,NA,,NA,,,
DBABA682-12,CFBHT09327,2789323,CFBH-18818,VD - 118,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3599,18,Chordata,50,Amphibia,219,Anura,201883,Cycloramphidae,NA,,81122,Thoropa,81123,Thoropa miliaris,NA,NA,Celio F. B. Haddad,NA,"Spix, 1824",NA,,,NA,Celio F. B. Haddad,NA,NA,,NA,NA,NA,,,,NA,NA,NA,Extraction Ndeg A167,,-22.465,-42.997,NA,NA,NA,NA,NA,NA,Brazil,Rio de Janeiro,Teresopolis,NA,,NA,,,NA,,NA,,,
DBABR1471-13,CFBHT14254,3260607,CFBH-28925,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA3343,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,257840,Physalaemus centralis,NA,NA,,NA,"Bokermann, 1962",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-11.8109,-48.9697,NA,NA,NA,NA,NA,NA,Brazil,Tocantins,Gurupi/Peixe,NA,,NA,,,NA,,NA,,,
DBAFI1489-14,TG417,4640940,,TG417,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACN4336,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,518638,Leiuperinae,34380,Physalaemus,534455,Physalaemus bokermanni,NA,NA,,NA,"Cardoso and Haddad, 1985",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,TG417,,-23.793,-45.997,NA,NA,NA,NA,NA,NA,Brazil,Sao Paulo,Bertioga,NA,,NA,,,NA,,NA,,,
DBAFI412-13,CFBHT14399,3161350,CFBH-28784,,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA4364,18,Chordata,50,Amphibia,219,Anura,1381,Hylidae,101478,Hylinae,123207,Dendropsophus,496094,Dendropsophus microps,NA,NA,,NA,"Peters, 1872",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-22.719,-44.618,NA,NA,NA,NA,NA,NA,Brazil,Sao Paulo,Sao Jose do Barreiro,NA,Serra da Bocaina,NA,,,NA,,NA,,,
DBAFI498-13,MTR_ALCX114P46,3161535,,MTR 13443,Universidade de Sao Paulo,NA,BOLD:ACG0456,18,Chordata,50,Amphibia,219,Anura,25169,Microhylidae,NA,,519338,Hyophryne,519339,Hyophryne histrio,NA,NA,,NA,"Carvalho, 1954",NA,,,NA,,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-16.584,-39.094,NA,NA,NA,NA,NA,NA,Brazil,Bahia,Trancoso,NA,Trancoso (Fazenda Nova Alegria),NA,,,NA,,NA,,,
DBAFI774-13,TG173,3382341,,TG173,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACZ0569,18,Chordata,50,Amphibia,219,Anura,34379,Leptodactylidae,112064,Leptodactylinae,34389,Leptodactylus,519305,Leptodactylus vastus,NA,NA,,NA,"Lutz, 1930",NA,,,NA,Thiago Gazoni,NA,NA,,NA,NA,NA,,M,,NA,NA,NA,,,-9.663,-56.054,NA,NA,NA,NA,NA,NA,Brazil,Mato Grosso,Alta Floresta,NA,,NA,,,NA,,NA,,,
DBAFI780-13,TG196.1,3382347,,TG196.1,"Universidade Estadual Paulista, Rio Claro",NA,BOLD:ACA5316,18,Chordata,50,Amphibia,219,Anura,1384,Bufonidae,NA,,112117,Rhaebo,455905,Rhaebo guttatus,NA,NA,,NA,"Schneider, 1799",NA,,,NA,Thiago Gazoni,NA,NA,,NA,NA,NA,,,,NA,NA,NA,,,-11.866,-55.461,NA,NA,NA,NA,NA,NA,Brazil,Mato Grosso,Sinop,NA,,NA,,,NA,,NA,,,
